LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,70,An Act expanding sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,516,"An Act to regulate online gaming, daily fantasy, and online sports betting",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,517,An Act relative to sports betting and public funding,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,523,An Act relative to the race horse development fund,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,535,An Act relative to sports betting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,3974,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,3977,An Act regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,203,An Act establishing an online lottery,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,254,An Act relative to sports betting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,257,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,269,An Act to establish sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,278,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,281,An Act relative to gaming,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,952,An Act to establish a moratorium on non-judicial residential foreclosure,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,506,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,531,An Act authorizing and regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,House Bill,3993,An Act regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,165,"An Act regulating horse racing, simulcasting and wagering",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Mohegan Tribal Gaming Authority,Senate Bill,263,An Act relative to sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Just Healthy LLC,Executive,Governors Council,Legislative and regulatory issues related to the cannabis industry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Specialty Minerals Inc. ,Executive,Department of Environmental Protection (DEP),"Communication regarding regulatory issues surrounding the Adams, Massachusetts facility",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Specialty Minerals Inc. ,Executive,Other,"Communication with the members of the House and Senate regarding environmental legislative issues pertaining to their facility in Adams MA, along with interest in PFAS regulation and mitigation procurement activity",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,36,An Act establishing an online lottery,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,70,An Act expanding sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,506,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,516,"An Act to regulate online gaming, daily fantasy, and online sports betting",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,517,An Act relative to sports betting and public funding,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,523,An Act relative to the race horse development fund,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,531,An Act authorizing and regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,535,An Act relative to sports betting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,3974,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,3977,An Act regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",House Bill,3993,An Act regulating sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,165,"An Act regulating horse racing, simulcasting and wagering",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,203,An Act establishing an online lottery,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,254,An Act relative to sports betting,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,257,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,263,An Act relative to sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,269,An Act to establish sports wagering in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,278,An Act to regulate sports wagering,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"American Wagering, Inc ",Senate Bill,281,An Act relative to gaming,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,140,An Act promoting competition among app stores,Oppose,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,341,An Act relative to the digital right to repair,Oppose,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,375,An Act in protection of personal identity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,579,An Act to protect student privacy,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,585,An Act relative to student data privacy,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,948,An Act establishing the commission on extended producer responsibility,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,979,"An Act to require producer responsibility for collection, reuse and recycling of discarded electronic products",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,1864,An Act relative to access to a decedent's electronic mail accounts,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,1982,An Act relative to social media privacy protection,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,2894,An Act relative to taxation of digital advertising services,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,2928,An Act to establish a digital advertising revenue commission,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,3010,An Act regarding a sales tax exemption,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,3081,An Act establishing a tax on local revenues from digital advertising,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Docket,3812,An Act relative taxation on gross revenues from digital advertising,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,52,"An Act removing barriers to internet regulation, competition and affordability",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,161,An Act relative to protecting biometric information under the security breach law,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,166,An Act relative to Digital Right to Repair Act,Oppose,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,170,An Act increasing the legal age for marijuana consumption and purchase from 21 to 25,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,187,An Act relative to the safe use of electronic devices by children,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,1608,An Act to promote transparency of facial recognition and driver's license photos,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Bill,2200,An Act relative to digital entertainment on public rights of way,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,House Bill,349,An Act relative to the security of personal financial information,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Apple Inc.,Senate Docket,2498,An Act to preserve main street by enhancing remote retailer sales tax compliance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1935,"An Act to require policies and training to prevent unlawful harassment, including sexual harassment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1942,An Act requiring OSHA training,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1950,An Act relative to wage transparency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1966,An Act relative to workplace safety and disclosure of violations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1967,"An Act relative to non-disclosure agreements relating to a claim of discrimination, non-payment of wages or benefits, retaliation, harassment or violation of public policy in employment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,1989,An Act relative to pay equity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2014,An Act requiring human service employers to develop and implement programs that prevent workplace violence,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2018,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2019,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2020,An Act relative to transparency in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2023,An Act ensuring domestic violence victims' protections for all employees in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2026,An Act relative to nondiscrimination training in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,2056,An Act prohibiting employment discrimination based on the legal use of cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",House Bill,3843,An Act relative to dignity at work,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1154,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1171,"An Act to require policies and training to prevent unlawful harassment, including sexual harassment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1173,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1178,An Act relative to nondiscrimination,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1183,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1185,An Act to establish the Dignity At Work Act (DAWA),Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1190,An Act relative to workplace safety and disclosure of violations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1196,An Act relative to transparency in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1200,"An Act addressing workplace bullying, mobbing, and harassment, without regard to protected class status while promoting healthy workplaces",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1206,An Act enhancing worker protection,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1208,An Act relative to wage transparency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1223,An Act ensuring fair worker representation on corporate boards of directors,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1228,An Act relative to fair hiring practices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"BJ's Wholesale Club, Inc.",Senate Bill,1230,An Act expanding whistleblower protections,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,BusPatrol America LLC,House Bill,135,An Act to regulate face surveillance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,BusPatrol America LLC,House Bill,626,An Act regarding school pupil transportation services,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,BusPatrol America LLC,House Bill,1130,An Act relative to insurance discounts,Neutral,$0.00,N/A
