LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,458,An Act to promote alcohol storage space,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,461,An Act relative to farmer-wineries,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,472,An Act relative to licensing of liquor retailers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,475,An Act relative to the wholesale of malt beverages produced by a pub brewery,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,476,An Act relative to the direct sale of alcoholic beverages for off-premises consumption,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,940,An Act expanding the sale of products by farmer breweries and pub brewers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1076,An Act relative to tobacco premium ratings,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1292,An Act providing access to patient protection services for MassHealth consumers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1324,An Act related to educational courses in wine tasting at a qualified institution of higher education,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1774,An Act relative to the social host law,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1924,An Act to protect the citizens of the Commonwealth from drunk drivers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1935,"An Act to require policies and training to prevent unlawful harassment, including sexual harassment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,2566,An Act relative to liquor licenses in the city of Westfield,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,2587,An Act authorizing the town of Wareham to grant an additional license for the sale of malt beverages not to be drunk on the premises.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,4377,An Act relative to 21st century alcohol retail reform,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1942,An Act requiring OSHA training,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1950,An Act relative to wage transparency,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1966,An Act relative to workplace safety and disclosure of violations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1967,"An Act relative to non-disclosure agreements relating to a claim of discrimination, non-payment of wages or benefits, retaliation, harassment or violation of public policy in employment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,1989,An Act relative to pay equity,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2014,An Act requiring human service employers to develop and implement programs that prevent workplace violence,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2018,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2019,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2020,An Act relative to transparency in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2023,An Act ensuring domestic violence victims' protections for all employees in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2026,An Act relative to nondiscrimination training in the workplace,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2056,An Act prohibiting employment discrimination based on the legal use of cannabis,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2175,An Act to establish commonsense permitting reforms for businesses and landowners,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2287,An Act relative to local boards of health and the sale of legal tobacco products in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2310,An Act to protect youth from the harms of tobacco and E-cigarette products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2483,An Act relative to multi-year licensing,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2821,An Act exempting certain fraternal organizations from the tax of sales of alcoholic beverages,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,2973,An Act increasing the excise tax on alcoholic beverages,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3201,An Act relative to access of business licenses,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3345,An Act promoting the proper disposal of miniatures,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3424,An Act relative to the drinking of alcohol at drive-in venues,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3521,An Act relative to gender identity on Massachusetts identification,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3552,An Act relative to learner’s permits as government identification,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3606,An Act relative to carriers of property by motor vehicle,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3714,An Act authorizing the town of Natick to grant an additional license for the sale of alcoholic beverages to be drunk on the premises at 45 East Central Street,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3715,An Act authorizing the town of Lunenburg to grant an additional license for the sale of all alcoholic beverages not to be drunk on the premises to Jaxx Country Variety,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3740,"An Act authorizing the town of Clinton to grant a license for the sale of all alcoholic beverages to Super Sumit, Inc",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3811,An Act authorizing the town of Somerset to grant additional licenses for the sale of alcoholic beverages to be drunk off the premises,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3812,An Act providing for alcoholic beverage licenses in the town of Dunstable,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3813,An Act authorizing the town of Lunenburg to grant an additional license for the sale of all alcoholic beverages not to be drunk on the premises to Jaxx Country Variety,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3843,An Act relative to dignity at work,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,3896,"An Act authorizing the town of Clinton to grant a license for the sale of all alcoholic beverages to Super Sumit, Inc",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,4700,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Bill,4243,An Act relative to the direct wine shipper license,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Docket,163,An Act authorizing the town of Webster to grant additional liquor licenses,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Docket,320,An Act to Promote Alcohol Storage Space,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Docket,1292,An Act to protect the citizens of the Commonwealth from drunk drivers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",House Docket,2447,"An Act authorizing the town of Dedham to grant four additional licenses for the sale of all alcoholic beverages, four wine and malt licenses, all to be drunk on the premises, and one wine and malt package store license",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,2915,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,75,"An Act relative to establishing a minimum age of entry for cannabis-related events, conferences, forums and exhibitions",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,167,An Act allowing for video lottery terminals,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,168,An Act relative to the creation of additional business opportunities for alcohol retailers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,169,An Act restoring happy hour to the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,179,An Act to update the alcohol excise tax,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,197,An Act banning the advertisement of alcohol and marijuana on billboards,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,198,An Act relative to capping fees on permits for wineries at farmers markets,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,199,An Act providing municipal control of liquor licenses,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,200,An Act relative to charitable alcohol donations,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,209,An Act expanding the sale of products by farmer distilleries and wineries,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,227,An Act authorizing the town of Millbury to grant an additional liquor license,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,228,An Act relative to retail liquor sales to caterers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,238,An Act authorizing the town of Wareham to grant an additional license for the sale of alcoholic beverages to be drunk off the premises,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,246,An Act relative to liquor licenses in the city of Westfield,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,247,An Act to promote economic recovery for restaurants and bars,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,248,An Act relative to identification for the sale of alcoholic beverages,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,526,An Act expanding the sale of products by farmer breweries and pub brewers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,1154,An Act regulating the use of credit reports by employers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,1171,"An Act to require policies and training to prevent unlawful harassment, including sexual harassment",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Massachusetts Fine Wines & Spirits, LLC",Senate Bill,1173,An Act relative to employment protections for victims of abusive behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Signify Health, LLC",Executive,Department of Public Health (DPH),discussions regarding issues relating to Physician Assistants who treat Medicaid and Medicare patients.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Revolutionary Spaces Inc,House Bill,4864,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,Revolutionary Spaces Inc,Senate Bill,2926,An Act financing the general governmental infrastructure of the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"Workday, Inc.",Executive,Executive Office for Administration and Finance (ANF),Outreach relative to technology and Human Relations assessments.,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"HDR Engineering, Inc.",House Bill,57,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"HDR Engineering, Inc.",House Bill,3852,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"HDR Engineering, Inc.",House Bill,3903,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"HDR Engineering, Inc.",House Bill,3951,An Act financing improvements to municipal roads and bridges,Oppose,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Benjamin Josephson,"HDR Engineering, Inc.",Senate Bill,2486,An Act financing improvements to municipal roads and bridges,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Ernst & Young LLP,Executive,Executive Office of Elder Affairs (EOEA) (Executive Office of Health and Human Services),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Ernst & Young LLP,Executive,Massachusetts Bay Transportation Authority (MBTA) (Massachusetts Department of Transportation),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Ernst & Young LLP,Executive,Massachusetts Department of Transportation (MassDOT),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Ernst & Young LLP,Executive,University of Massachusetts (UMass) (Executive Office of Education),"Services outreach relative to technology, finance auditing and Human Relations assessments.",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,House Bill,4701,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,House Bill,4700,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,Senate Bill,4,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,Senate Bill,2915,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,Dismas House of Massachusetts,House Bill,4864,"An Act investing in future opportunities for resiliency, workforce, and revitalized downtowns",Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,939,An Act for Massachusetts toxic free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,960,An Act relative to proper disposal of products containing PFAS,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,970,An Act to reform the Toxic Use Reduction Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,985,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,1725,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,1863,An Act relative to tort actions for latent diseases,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,2268,An Act for healthy and green public schools,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,2348,An Act to ban the use of PFAS in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,2350,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,2391,An Act to prohibit the use of polystyrene foam food containers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,2475,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,3643,An Act relative to the airborne hazards and open burn pit registry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,207,An Act relative to toxic-free kids,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,517,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,529,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,534,An Act to reform the toxic use reduction act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,556,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,593,An Act to protect the Commonwealth from toxic chemicals,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,610,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,624,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1056,An Act enhancing justice for families harmed by lead,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1832,An Act relative to sales tax exemption,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1387,An Act restricting toxic PFAS chemicals in consumer products to protect our health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1410,An Act relative to newborn infant products,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1423,An Act to reduce exposure to BPA,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1494,An Act relative to chemicals in food packaging,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,1576,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,Senate Bill,2431,An Act relative to the Airborne Hazards and Open Burn Pit Registry,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,138,An Act relative to state marketplace transparency consumers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,348,An Act relative to greywater recycling,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,878,An Act to save recycling costs in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,893,An Act limiting toxics release inventory facilities in environmental justice communities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,897,An Act protecting water systems through the labeling of flushable wipes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,907,An Act of leadership by the state of Massachusetts to reduce single use plastics,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,934,An Act to improve the review and regulation of emerging contaminants on public water systems,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Christopher Niles,3M Company,House Bill,937,An Act providing for the public health by establishing an ecologically based mosquito management program in the Commonwealth,Neutral,$0.00,N/A
